R,G,B,day_of_year,time_of_day,weather_index,cloud_cover_percent,I_445,I_515,I_630,I_clear,date
0.1,0.0,0.6,302,15.151,1,100,18656,1374,5681,27957,20251029
0.7,0.2,0.2,302,15.152,1,100,6892,14436,23126,40324,20251029
0.5,0.6,0.2,302,15.153,1,100,6856,39490,17665,54973,20251029
0.4,0.2,0.8,302,15.155,1,100,24923,14476,14758,50862,20251029
0.2,0.7,0.1,302,15.156,1,100,3950,45807,9280,51921,20251029
0.4,0.0,0.3,302,15.158,1,100,9726,1371,14003,26266,20251029
0.7,0.5,0.8,302,15.159,1,100,24944,33572,24046,65535,20251029
0.1,0.5,0.8,302,15.16,1,100,25088,33439,6517,59217,20251029
0.4,0.3,0.4,302,15.161,1,100,12737,20446,14552,42975,20251029
0.4,0.1,0.0,302,15.162,1,100,616,7789,13933,23092,20251029
0.9,0.8,0.2,302,15.164,1,100,7131,52517,29738,65535,20251029
0.7,1.0,0.9,302,15.165,1,100,28189,65535,24547,65535,20251029
0.5,0.5,0.5,302,19.548,1,99,15478,32388,15617,51045,20251029
0.6,1.0,0.1,302,19.55,1,99,3588,64434,18955,65535,20251029
0.9,0.5,1.0,302,19.551,1,99,30648,32751,27807,65535,20251029
0.3,0.8,0.5,302,19.552,1,99,15450,51318,10121,61832,20251029
0.8,0.3,0.1,302,19.553,1,99,3367,19699,23937,37003,20251029
0.0,0.4,0.2,302,19.555,1,99,6251,25615,667,26257,20251029
0.4,0.7,0.9,302,19.556,1,99,27585,45283,13326,65535,20251029
0.7,0.1,0.2,302,19.558,1,99,6261,6988,20787,27615,20251029
0.4,0.1,0.1,302,19.559,1,99,3216,6860,12025,17932,20251029
0.0,0.3,0.2,302,19.56,1,99,6320,19382,550,21662,20251029
0.3,0.5,0.8,302,19.561,1,99,24375,32384,10223,55912,20251029
0.9,0.2,0.2,302,19.562,1,99,6264,13361,26838,37079,20251029
0.9,0.6,0.4,302,19.564,1,99,12534,38884,27478,62475,20251029
0.6,0.5,0.4,302,19.565,1,99,12378,32247,18544,50650,20251029
0.7,0.6,0.9,302,19.566,1,99,27483,38962,22200,65535,20251029
0.8,0.9,0.2,302,19.568,1,99,6533,57818,24803,65535,20251029
0.6,0.4,0.7,302,19.569,1,99,21530,26293,18579,54030,20251029
0.3,0.7,0.4,302,19.571,1,99,12427,44941,10176,54416,20251029
0.8,0.4,0.3,302,19.572,1,99,9336,25919,24200,47526,20251029
0.2,0.1,0.0,302,19.573,1,99,62,6719,6213,10376,20251029
0.8,0.4,0.8,302,19.574,1,99,24517,26188,24555,61340,20251029
1.0,0.3,0.1,302,19.576,1,99,3382,19739,30079,41802,20251029
0.8,0.5,0.4,302,19.577,1,99,12540,32632,24420,54863,20251029
0.0,0.4,0.0,302,19.578,1,99,134,25697,525,20577,20251029
0.9,0.6,0.1,302,19.58,1,99,3481,38906,27319,54791,20251029
